entry,dist,date,feedname,feed,title
StLouisPost|3761,0.8241683733910401,2015-08-11,StLouisPost,6,Clinton: GOP failed to mention '1 word' about college costs
USAToday|1794,0.6965728275685661,2015-08-10,USAToday,7,Rand Paul calls Trump a 'fake conservative'
NYPost|3872,0.9370138162757844,2015-08-13,NYPost,4,Debacle in Syria exposes the emptiness of Obama’s anti-ISIS strategy
NYTimes|1291,0.7591611152662759,2015-08-12,NYTimes,5,First Draft: Today in Politics: Jeb Bush Opens New Front in Attack on Hillary Clinton’s Foreign Policy Record
NYTimes|1298,0.7016847069405164,2015-08-12,NYTimes,5,First Draft: Bernie Sanders in Statistical Tie With Hillary Clinton in New Hampshire Poll
LATimes|4562,0.7634265716794201,2015-08-12,LATimes,3,"How voters see Hillary Clinton depends not only on political views but age, too"
NYTimes|1346,0.9413524763214196,2015-08-13,NYTimes,5,"In Crimea, a Disputed Beach Is a Symbol of Corruption"
USAToday|1708,0.7289696752977648,2015-08-08,USAToday,7,Trump says he fired top adviser
NYPost|3982,0.7467573995997114,2015-08-14,NYPost,4,Why US politics might be headed for a four-party moment
USAToday|1856,0.6281692061697194,2015-08-11,USAToday,7,"Iowa poll: Trump leads the field, but his standing in GOP dented by debate"
USAToday|1704,0.9500931908481492,2015-08-08,USAToday,7,"Anger, protests as Russia destroys tons of banned food"
BostonHerald|3740,0.9178273561962041,2015-08-14,BostonHerald,0,The Latest: Cuban eyewitness backs Kerry&#039;s call for opening
USAToday|1802,0.7248920345949219,2015-08-10,USAToday,7,GOP presidential ads soar
NYTimes|1157,0.9351704079305824,2015-08-09,NYTimes,5,"Iraq’s Premier, Facing Protests, Proposes Government Overhaul"
StLouisPost|3760,0.9843021866853986,2015-08-11,StLouisPost,6,US intervenes in lawsuit over Palestinian terror attacks
NYTimes|1257,0.6896504989288503,2015-08-11,NYTimes,5,"Marco Rubio, Amid Soaring Moments, Sticks to Steady Course"
NYTimes|1252,0.7169018519836539,2015-08-11,NYTimes,5,First Draft: Jeb Bush Says Hillary Clinton ‘Stood By’ as Iraq Descended Into Violence
WashingtonPost|1511,0.9730302348387768,2015-08-14,WashingtonPost,9,Leader of Islamic State raped American hostage
NYPost|3540,0.8136337065666032,2015-08-11,NYPost,4,America would be strongly against a third term for Obama
NYPost|3354,0.9703078376847584,2015-08-10,NYPost,4,The Iran deal will unchain top ayatollah’s terror slush fund
LATimes|4169,0.4929920516585506,2015-08-09,LATimes,3,Trump sticks by his explanation on Megyn Kelly comments
LATimes|4459,0.8100335335391808,2015-08-11,LATimes,3,Donald Trump stops attacking Fox News Channel's Megyn Kelly
WashingtonPost|1376,0.7829260698742325,2015-08-11,WashingtonPost,9,Jeb Bush faults Hillary Clinton for ‘premature’ Iraq withdrawal
WashingtonPost|1414,0.9746102817187436,2015-08-12,WashingtonPost,9,U.N. secretary general fires head of peacekeeping force
StLouisPost|3910,0.8381469692830041,2015-08-12,StLouisPost,6,Sen. Kirk's campaign defends putting caregiver on payroll
USAToday|1880,0.9557841878444954,2015-08-11,USAToday,7,Turkey launches new attacks on Kurdish rebels
USAToday|2023,0.9536345829026116,2015-08-13,USAToday,7,U.S. flag set to fly over Havana on Friday
WallStreetJournal|533,0.9714516085892034,2015-08-13,WallStreetJournal,8,Document Expresses Concerns About Greek Debt
WallStreetJournal|491,0.9810817199404912,2015-08-11,WallStreetJournal,8,"Greece, Creditors Reach Deal on Bailout Terms"
DailyNews|3052,0.5888384229967251,2015-08-08,DailyNews,2,Donald Trump makes bloody remark against Megyn Kelly
LATimes|4053,0.929967520945476,2015-08-08,LATimes,3,Is Obama's strategy against Islamic State working?
DailyNews|3327,0.4799702475524869,2015-08-11,DailyNews,2,Kelly on Trump: I won't apologize for good journalism
WashingtonPost|1513,0.8105621210320352,2015-08-14,WashingtonPost,9,"Trump to reveal immigration, tax policy plans next month"
StLouisPost|3621,0.9783202424594228,2015-08-10,StLouisPost,6,New Jersey man charged with plotting to support terror group
StLouisPost|3739,0.7727853438460978,2015-08-11,StLouisPost,6,Harvard professor to 'hack' politics with White House run
WashingtonPost|1255,0.6770803943946737,2015-08-08,WashingtonPost,9,"Conservative activists energized for 2016 GOP field, but no favorite yet"
NYTimes|1259,0.9528073883068569,2015-08-11,NYTimes,5,China’s Currency Move May Revive Dispute During State Visit
USAToday|1886,0.8445078332908414,2015-08-11,USAToday,7,Hillary Clinton to hand over email server to Justice Dept.
StLouisPost|4083,0.97568402704492,2015-08-13,StLouisPost,6,"Louisiana, Alabama told actions may violate federal law"
LATimes|4812,0.7424463133777386,2015-08-13,LATimes,3,Jose Antonio Vargas: I'm not an 'alien'
USAToday|1683,0.4789835314413167,2015-08-08,USAToday,7,"In sparring with Rand Paul, Christie shows he can fight"
USAToday|1986,0.7284686576920876,2015-08-13,USAToday,7,"Rich donors keep Perry, other GOP hopefuls in race"
DailyNews|3456,0.9386314031750372,2015-08-12,DailyNews,2,NYC voters oppose Obama's Iran nuclear deal: poll
LATimes|4464,0.9684976070007816,2015-08-11,LATimes,3,Investigators examine missile parts in probe of MH17 crash in Ukraine
ChicagoTribune|1142,0.9808694862620256,2015-08-10,ChicagoTribune,1,"Illinois' new normal: No budget, but money still flowing"
USAToday|1978,0.7354844066471974,2015-08-13,USAToday,7,Trump-Paul feud includes ... golf
LATimes|4573,0.6488102016218902,2015-08-12,LATimes,3,The GOP's woman problem goes beyond Trump
StLouisPost|4041,0.949739024441918,2015-08-13,StLouisPost,6,Hometown statue of Dred Scott opinion's author may be moved
NYTimes|1297,0.9848001709008304,2015-08-12,NYTimes,5,Why Is Turkey Fighting the Kurds Who Are Fighting ISIS?
ChicagoTribune|1353,0.8841057896907117,2015-08-14,ChicagoTribune,1,Rauner opens Illinois State Fair as Wirtz mum on Kane questions
WallStreetJournal|493,0.9506066210095208,2015-08-11,WallStreetJournal,8,Iraq Passes Anti-Corruption Reforms
LATimes|4680,0.9631951403008282,2015-08-12,LATimes,3,Voters to decide whether Ohio will become first Midwest state to legalize pot
WallStreetJournal|453,0.973218716283504,2015-08-08,WallStreetJournal,8,Australia Targets More Foreign Homeowners
BostonHerald|3528,0.7041412467109629,2015-08-12,BostonHerald,0,"Bernie Sanders surges ahead of Hillary Clinton in N.H., 44-37"
ChicagoTribune|1257,0.9551010022307036,2015-08-12,ChicagoTribune,1,Image purports to show Croatian hostage held in Egypt beheaded by Islamic State
LATimes|4389,0.793443817398414,2015-08-11,LATimes,3,Jeb Bush to hit Hillary Clinton on handling of Islamic State in foreign policy speech
StLouisPost|3790,0.6494475207441917,2015-08-11,StLouisPost,6,There's no debate: GOP debates great for Fox News Channel
BostonHerald|3339,0.8640191790716804,2015-08-10,BostonHerald,0,Prince Ali: FIFA cannot be credible while Blatter leads
USAToday|1796,0.9039105753623918,2015-08-10,USAToday,7,"Clinton unveils $350 billion, 10-year plan to make college more affordable"
DailyNews|3318,0.9854243041491484,2015-08-11,DailyNews,2,NYC’s ‘responsible banking’ law ruled unconstitutional
LATimes|4155,0.6141633765617119,2015-08-09,LATimes,3,Conservatives assail Trump's 'blood coming out of her wherever' comment
DailyNews|3036,0.9671985433016672,2015-08-08,DailyNews,2,Iraqis demand prime minister dissolves parliament
NYPost|3882,0.9628689353630046,2015-08-13,NYPost,4,Fidel Castro says US owes Cuba millions over trade embargo
StLouisPost|4034,0.9652449552180248,2015-08-13,StLouisPost,6,Former Virginia Gov. Bob McDonnell asks to remain free while he appeals corruption convictions
NYPost|3467,0.8034489001124212,2015-08-10,NYPost,4,Bernie Sanders grabs first major labor endoresement
NYTimes|1348,0.7322976162843345,2015-08-13,NYTimes,5,John Kasich’s Appeal to Moderates Gains Traction in New Hampshire
WallStreetJournal|541,0.9717326340245264,2015-08-13,WallStreetJournal,8,Bleak Debt Outlook for Greece Raises Pressure on Europe
DailyNews|3378,0.8082416650347658,2015-08-11,DailyNews,2,Hillary Clinton blasts Scott Walker for higher ed record
NYTimes|1285,0.9330031315191392,2015-08-12,NYTimes,5,President Obama’s Letter to the Editor
ChicagoTribune|1251,0.8853644813363107,2015-08-12,ChicagoTribune,1,Sen. Mark Kirk's aide: From caregiver to campaign worker
WallStreetJournal|461,0.9223529914381132,2015-08-09,WallStreetJournal,8,Iraq Cabinet Backs Wide Overhauls
NYTimes|1128,0.313179,2015-08-08,NYTimes,5,Hand-Wringing in G.O.P. After Donald Trump’s Remarks on Megyn Kelly
NYPost|3809,0.7688849511317875,2015-08-13,NYPost,4,Carly Fiorina builds up New York campaign staff
ChicagoTribune|1258,0.9507278145635132,2015-08-12,ChicagoTribune,1,CPS plans to quit picking up pension payments for nonunion staff
NYPost|3351,0.9506948965798244,2015-08-10,NYPost,4,The fraudulent ‘reform’ on NYC’s ‘Renewal’ schools
NYPost|3673,0.7209050398308359,2015-08-12,NYPost,4,Donald Trump tears into ‘weak’ Bernie Sanders
WallStreetJournal|558,0.907708339077946,2015-08-14,WallStreetJournal,8,Myanmar Military Strengthens Grip as Election Nears
StLouisPost|4122,0.92483122829631,2015-08-13,StLouisPost,6,First lady's healthy kids director understands good eating
USAToday|2022,0.8318868816160406,2015-08-13,USAToday,7,Protest exposes security concern for Sanders
WashingtonPost|1504,0.7608586996298679,2015-08-14,WashingtonPost,9,"How Jeb Bush is trying, and failing, to escape his brother’s shadow on Iraq"
DailyNews|3225,0.9618402470111652,2015-08-10,DailyNews,2,Haitian New Yorkers to protest crisis in Dominican Republic
WashingtonPost|1396,0.7671308643985236,2015-08-12,WashingtonPost,9,"Campaign 2016: Trump, Bernie and the Peasants with Pitchforks"
StLouisPost|3629,0.9700051769723692,2015-08-10,StLouisPost,6,US warns of sharp rise in separatist attacks in Ukraine
ChicagoTribune|1234,0.9773905579438736,2015-08-11,ChicagoTribune,1,Rauner: U. of I. should reject chancellor bonus
NYPost|3924,0.9700395622511614,2015-08-13,NYPost,4,Health law sign-ups keep growing as uninsured rate declines
StLouisPost|3650,0.9074264375200858,2015-08-10,StLouisPost,6,Clinton signs court statement that she's turned over emails
USAToday|1839,0.9907323682592988,2015-08-11,USAToday,7,Study says Germany profited from Greek crisis
StLouisPost|4126,0.9792372740927824,2015-08-13,StLouisPost,6,"US, Chile put spotlight on extremist attacks on LGBT people"
WallStreetJournal|470,0.8662127887261635,2015-08-09,WallStreetJournal,8,"In Iran, Voices Rise Against Nuclear Deal"
LATimes|4301,0.9708079031270672,2015-08-10,LATimes,3,"With road repairs on California's to do list, local officials push for new funds"
StLouisPost|3750,0.9454407083058576,2015-08-11,StLouisPost,6,"Schumer: If US quits deal, US sanctions still will hurt Iran"
StLouisPost|3498,0.9449151707134928,2015-08-09,StLouisPost,6,Top Minnesota officials sort out sex offender program's fate
StLouisPost|3817,0.8859160903835501,2015-08-11,StLouisPost,6,US official: FBI has Hillary Clinton emails from home server
WashingtonPost|1260,0.9016561988554528,2015-08-08,WashingtonPost,9,Trump University: Why the N.Y. attorney general called it a scam
NYPost|3915,0.9641094627225196,2015-08-13,NYPost,4,ISIS likely used chemical weapon against Kurds in Iraq: US officials
StLouisPost|4247,0.7327911073940468,2015-08-14,StLouisPost,6,"Clinton wants scholarships, child care for student parents"
NYPost|3901,0.9396791760953984,2015-08-13,NYPost,4,Pope’s address at Capitol is hottest ticket in Washington
USAToday|1697,0.8074850407991829,2015-08-08,USAToday,7,Huckabee: I'm angry too
WallStreetJournal|561,0.9796808769820798,2015-08-14,WallStreetJournal,8,Eurozone Ministers Back Greece Bailout
DailyNews|3729,0.952198008840616,2015-08-13,DailyNews,2,"Fidel Castro turns 89, celebrates by bashing U.S."
WashingtonPost|1370,0.9041861244067612,2015-08-11,WashingtonPost,9,"Republican plan to eliminate IRS union, as it elects new leadership, could threaten federal unions generally"
NYPost|4048,0.8424745762986549,2015-08-14,NYPost,4,Will Chirlane McCray run for mayor?
StLouisPost|3914,0.9777518077137056,2015-08-12,StLouisPost,6,States get $28M in grants to defray AP exam costs
DailyNews|3125,0.8285828862877173,2015-08-09,DailyNews,2,Black Lives Matter activists take over Bernie Sanders rally
LATimes|4775,0.8950367014019822,2015-08-13,LATimes,3,President Obama to visit Alaska's Arctic region in bid to fight climate change
USAToday|2077,0.95279521207188,2015-08-14,USAToday,7,U.S. looking into Kurds' mustard gas claims
LATimes|4579,0.82430329394465,2015-08-12,LATimes,3,Clinton's campaign-trail moment with manslaughter convict highlights drug abuse issue
LATimes|4559,0.8417529711641607,2015-08-11,LATimes,3,What was that Whitewater thing again? Millennials don't know the Hillary Clinton you do
WallStreetJournal|510,0.90931107163528,2015-08-12,WallStreetJournal,8,Indonesia President Reshuffles Cabinet
LATimes|4553,0.9668210721122522,2015-08-12,LATimes,3,Obama reiterates his call for the restoration of full Voting Rights Act
StLouisPost|3942,0.9473760994288966,2015-08-12,StLouisPost,6,Editorial Roundup: Excerpts from recent editorials
LATimes|4627,0.7692652390873183,2015-08-12,LATimes,3,Bernie Sanders' supporters aren't just 'mad as hell' -- they like his policies too
NYPost|3611,0.9592816239532534,2015-08-11,NYPost,4,Even the Taliban is disgusted by latest ISIS snuff video
StLouisPost|3820,0.980057182439216,2015-08-11,StLouisPost,6,Proposed UN statement would back preparatory talks on Syria
NYPost|3956,0.6088849336226324,2015-08-14,NYPost,4,Mike Huckabee promises to be nice to Donald Trump
NYTimes|1284,0.9407186061692432,2015-08-12,NYTimes,5,U.S. Jets Meet Limit as Iraqi Ground Fight Against ISIS Plods On
DailyNews|3458,0.6882244907391966,2015-08-12,DailyNews,2,Trump hits Bush on women's health gaffe
StLouisPost|3968,0.9625078627897276,2015-08-12,StLouisPost,6,Civil rights leaders slam House's third-ranking Republican
WashingtonPost|1285,0.7422570011651398,2015-08-10,WashingtonPost,9,"Inside Trump’s orbit, growing pains for a sudden front-runner"
StLouisPost|4232,0.956957158386968,2015-08-14,StLouisPost,6,Bad fire season running through US firefighting budget
LATimes|4403,0.7765144625340114,2015-08-11,LATimes,3,Snapchat digital sticker ad by foes of Iran deal gets 2.6 million views
LATimes|4637,0.8600372561223397,2015-08-12,LATimes,3,Summer White House no big deal on Martha's Vineyard
StLouisPost|3669,0.9092499740949928,2015-08-11,StLouisPost,6,Poll: NY voters believe Uber limits motivated by donations
USAToday|2071,0.9324386376230128,2015-08-14,USAToday,7,Florida campus-carry gun bills reintroduced for next legislative session
DailyNews|3435,0.983068205863312,2015-08-12,DailyNews,2,Judge asked to consider national security for Palestine fine
USAToday|1948,0.9749414270208252,2015-08-12,USAToday,7,Obama to host South Korea president Oct. 16
NYPost|3930,0.901155103794848,2015-08-14,NYPost,4,"Bill de Blasio’s rancid $150,000 hire"
StLouisPost|4102,0.9765782917592852,2015-08-13,StLouisPost,6,US presses China on human rights ahead of leaders' summit
StLouisPost|3588,0.8781001753318395,2015-08-10,StLouisPost,6,Michigan lawmaker won't resign after effort to smear self
USAToday|1824,0.9711378766705041,2015-08-10,USAToday,7,Miss. duo charged with trying to join ISIL
DailyNews|3525,0.7075713394226651,2015-08-12,DailyNews,2,GOP blasts Clinton after she turns over personal server
NYTimes|1197,0.5804041026906523,2015-08-10,NYTimes,5,First Draft: Today in Politics: Donald Trump’s Comments Follow Other Candidates on the Trail
NYPost|3232,0.4620608511362672,2015-08-08,NYPost,4,Trump uninvited to GOP gathering after Megyn Kelly comments
WashingtonPost|1344,0.8588551489198353,2015-08-11,WashingtonPost,9,"Kelley gives farewell NTEU speech, as Senate Republicans say IRS should not be unionized"
USAToday|1816,0.7693786713018824,2015-08-10,USAToday,7,Ted Cruz energizes conservative base in Tenn.
StLouisPost|3711,0.6370881326815465,2015-08-11,StLouisPost,6,Donald Trump returns to Fox News after flap
StLouisPost|4163,0.9509656330629559,2015-08-14,StLouisPost,6,Notorious inmate's lawyer says officials knew he was target
NYTimes|1228,0.9259699629905952,2015-08-11,NYTimes,5,"Japan Restarts Reactor, Lifting 2-Year Ban on Nuclear Power"
WashingtonPost|1279,0.6785228969098975,2015-08-09,WashingtonPost,9,"After caution, slipping polls, Clinton goes on the offense"
NYTimes|1272,0.9484627056498997,2015-08-12,NYTimes,5,New Diplomacy Seen on U.S.-Russian Efforts to End Syrian Civil War
WashingtonPost|1474,0.9810111915636662,2015-08-14,WashingtonPost,9,U.S. raises concern about Iranian’s reported visit to Moscow
WashingtonPost|1371,0.8820492229185349,2015-08-11,WashingtonPost,9,NTEU elects Tony Reardon as its new president
ChicagoTribune|1086,0.9355436143860636,2015-08-08,ChicagoTribune,1,Islamic State's influence stretching thousands of miles to Indonesia
WallStreetJournal|481,0.8326075802939165,2015-08-10,WallStreetJournal,8,Ruling Party Candidate Leads Argentina Primaries
NYTimes|1147,0.5021823990110228,2015-08-09,NYTimes,5,First Draft: Marco Rubio: Won’t Comment on Everything Donald Trump Says
StLouisPost|3997,0.7098252276820318,2015-08-13,StLouisPost,6,Fair time in Iowa! A chance to heckle would-be presidents
NYPost|3491,0.6283475909804977,2015-08-10,NYPost,4,‘Alpha dog’ Donald Trump suddenly can’t take the heat
NYTimes|1327,0.8597810719239988,2015-08-13,NYTimes,5,"In Efforts to Sway Iran Debate, Big-Money Donors Are Heard"
NYPost|3374,0.796396564789375,2015-08-10,NYPost,4,Trump’s haters need to man up and deal
USAToday|1829,0.9524400956720086,2015-08-11,USAToday,7,Reports: Deal reached on Greek bailout
USAToday|1690,0.4789588212487267,2015-08-08,USAToday,7,Trump dumped from Red State event over Kelly 'blood' comment
WallStreetJournal|492,0.9898065179742268,2015-08-11,WallStreetJournal,8,"Russia, Saudi to Help Syria Resume Talks"
DailyNews|3831,0.8656328397232907,2015-08-14,DailyNews,2,ISIS leader raped U.S. hostage Kayla Mueller: report
NYPost|4015,0.681022203770979,2015-08-14,NYPost,4,Democrats actually thinking of having Al Gore run for president
NYPost|3321,0.5424256396096305,2015-08-09,NYPost,4,Trump declares: ‘I will be phenomenal to the women’
USAToday|1998,0.8655620795461066,2015-08-13,USAToday,7,"Fact check: Bush, Clinton play blame game on Iraq"
USAToday|1937,0.8699549489477774,2015-08-12,USAToday,7,Schumer a lightning rod over debate on Iran nuclear deal
StLouisPost|4241,0.9879188059269028,2015-08-14,StLouisPost,6,Deal reached in Arab Bank lawsuit over attacks on Americans
WashingtonPost|1284,0.9838436057846344,2015-08-10,WashingtonPost,9,"Without enforcement, minimum-wage laws are often ignored by employers"
StLouisPost|3600,0.9728331706649794,2015-08-10,StLouisPost,6,New Jersey lawmakers hear from Amtrak exec on tunnel woes
USAToday|1706,0.9019773876559624,2015-08-08,USAToday,7,College Board changes AP US History curriculum again
NYTimes|1334,0.8808259095391838,2015-08-13,NYTimes,5,Influential Leader in Myanmar Is Removed as Chairman of Governing Party
USAToday|1810,0.8413684343932041,2015-08-10,USAToday,7,Teen indicted for giving pot brownie to teacher
NYPost|3806,0.9226378436260079,2015-08-13,NYPost,4,Hondo makes an A’s play
StLouisPost|3996,0.9539521640341394,2015-08-13,StLouisPost,6,US lawmakers quick to criticize China on currency drop
StLouisPost|4277,0.9726748886684036,2015-08-14,StLouisPost,6,China plays down US human rights concerns
WallStreetJournal|531,0.9735185278792668,2015-08-13,WallStreetJournal,8,Indian Politics Hamper Modi's Overhaul
WallStreetJournal|483,0.9662327480615468,2015-08-10,WallStreetJournal,8,Afghan Leader Blames Pakistan for Bombings
StLouisPost|4040,0.9321181659394572,2015-08-13,StLouisPost,6,1st presidential visit to Arctic to focus on global warming
USAToday|1992,0.9413782724125744,2015-08-13,USAToday,7,Japanese PM to acknowledge wartime aggression
WashingtonPost|1324,0.8793956766301071,2015-08-10,WashingtonPost,9,The middle-class housing empire Donald Trump abandoned for luxury building
DailyNews|3431,0.7461738675235583,2015-08-12,DailyNews,2,Trump to Black Lives Matter : I won't give up my microphone
WashingtonPost|1514,0.7839576255433576,2015-08-14,WashingtonPost,9,Clintons and Obamas to mingle on Martha’s Vineyard this weekend
NYTimes|1326,0.9494730903065488,2015-08-13,NYTimes,5,U.S. Says Iranian Military Figure’s Visit to Russia Violates U.N. Ban
WallStreetJournal|477,0.9676272137783368,2015-08-10,WallStreetJournal,8,Germany's Top Prosecutor Drops Treason Probe of Netzpolitik Bloggers
NYPost|3946,0.8636605397541074,2015-08-14,NYPost,4,Bill and Hillary Clinton spending $100K on Hamptons rental
NYPost|3500,0.9388504186126501,2015-08-11,NYPost,4,The anti-Semitic drive to make Schumer shut up on the Iran deal
WallStreetJournal|556,0.9070095769395452,2015-08-14,WallStreetJournal,8,Brazilians Plan Mass Protests Against Rousseff
DailyNews|3583,0.6701111303405874,2015-08-13,DailyNews,2,Bernie Sanders building moment among voters
BostonHerald|3591,0.7532165737267028,2015-08-12,BostonHerald,0,Clinton campaign seeks to calm supporters about emails
NYPost|3208,0.8289024589065459,2015-08-08,NYPost,4,Schumer ducks appearance after announcing Iran deal opposition
WallStreetJournal|515,0.894090807426758,2015-08-12,WallStreetJournal,8,War Anniversary Revives Apology Debate in Japan
LATimes|4500,0.8399962333336713,2015-08-11,LATimes,3,"New Donald Trump bio moved up again, will be published Sept. 22"
NYTimes|1251,0.9152460473172176,2015-08-11,NYTimes,5,Iraqi Parliament Unanimously Approves Government Overhaul
NYTimes|1161,0.4858423236495769,2015-08-09,NYTimes,5,Trump Remains Defiant on News Programs Amid G.O.P. Backlash
StLouisPost|3961,0.9653480115520866,2015-08-12,StLouisPost,6,UN statement on Syria delayed over Venezuela objections
WashingtonPost|1442,0.8955119188129129,2015-08-13,WashingtonPost,9,Scott Walker&#8217;s real record on higher education in Wisconsin
LATimes|4397,0.9203776963758457,2015-08-11,LATimes,3,"Without immigration reform, California citizenship will have to do"
StLouisPost|3653,0.8831474870306287,2015-08-10,StLouisPost,6,Guilty plea in scheme to steal more than $1M in donations
StLouisPost|3963,0.7624513145901907,2015-08-12,StLouisPost,6,"In Nevada, Bush says key to winning is to campaign with joy"
WashingtonPost|1425,0.9765717135677888,2015-08-12,WashingtonPost,9,Security-clearance firm accused of fraud settles with Justice Department
USAToday|1800,0.8732500020835042,2015-08-10,USAToday,7,Sanders promotes racial justice policies
NYPost|3934,0.7106987353862533,2015-08-14,NYPost,4,‘Amnesty’ may be the key to winning the GOP nomination
USAToday|2047,0.9554136223473072,2015-08-14,USAToday,7,Things to know about Social Security at 80: Overhaul time?
WallStreetJournal|519,0.9442062178256776,2015-08-12,WallStreetJournal,8,Syriza Has Shredded All Its Red Lines
NYPost|3630,0.905695146808626,2015-08-12,NYPost,4,Hillary Clinton’s empty excuses on e-mailing classified info
WashingtonPost|1336,0.9832692716440532,2015-08-11,WashingtonPost,9,Homeland Security amps up security for visa-free program for millions of travelers
ChicagoTribune|1183,0.9743476883503632,2015-08-10,ChicagoTribune,1,Rauner says CPS shouldn't have 'dictatorial powers' over finances
StLouisPost|4188,0.8231938530722526,2015-08-14,StLouisPost,6,How Donald Trump was present at the TV Critics meetings
ChicagoTribune|1173,0.9565121536775116,2015-08-10,ChicagoTribune,1,New details emerge in Aaron Schock case
StLouisPost|4276,0.9811408326806206,2015-08-14,StLouisPost,6,Arkansas ending Medicaid payments to Planned Parenthood
WashingtonPost|1454,0.9402338643569982,2015-08-13,WashingtonPost,9,University of Texas bumps Confederate statue to indoor exhibit
